Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.00    0.00    1018/24684       tlaser::colision_detect() [33]
                0.00    0.00   23666/24684       tentity::colision_detect() [43]
[161]    0.0    0.00    0.00   24684         tentity::colision_floor() [161]
-----------------------------------------------
                0.00    0.00   23585/23585       tentity::bg_calc() [44]
[162]    0.0    0.00    0.00   23585         tentity::colision_droids() [162]
-----------------------------------------------
                0.00    0.00   23486/23486       tdroid::bg_calc() [42]
[163]    0.0    0.00    0.00   23486         tdroid::recharge() [163]
-----------------------------------------------
                0.00    0.00   12783/12783       tdroid_108::bg_calc() [159]
[164]    0.0    0.00    0.00   12783         tdroid_108::set_dir_vect(float, float) [164]
-----------------------------------------------
                0.00    0.00   10907/10907       tfloor::bg_calc() [170]
[165]    0.0    0.00    0.00   10907         tdoor::bg_calc() [165]
-----------------------------------------------
                0.00    0.00     427/10411       tdroid_719::move() [173]
                0.00    0.00    2532/10411       tparadroid::bg_calc() [47]
                0.00    0.00    7452/10411       tdroid_108::bg_calc() [159]
[166]    0.0    0.00    0.00   10411         tdroid::friction() [166]
-----------------------------------------------
                0.00    0.00     133/5245        tship::diagram_draw() [38]
                0.00    0.00    5112/5245        tship::print_info() [9]
[167]    0.0    0.00    0.00    5245         tship::draw_ntitle() [167]
-----------------------------------------------
                0.00    0.00    5112/5112        tship::play_draw() [6]
[168]    0.0    0.00    0.00    5112         tfloor::set_pos(int, int) [168]
-----------------------------------------------
                0.00    0.00    2639/2639        tship::level_bg_calc() [24]
[169]    0.0    0.00    0.00    2639         tdroid_805::attack() [169]
-----------------------------------------------
                0.00    0.00    2578/2578        tship::level_bg_calc() [24]
[170]    0.0    0.00    0.00    2578         tfloor::bg_calc() [170]
                0.00    0.00   10907/10907       tdoor::bg_calc() [165]
                0.00    0.00    2474/2474        tpower_bay::bg_calc() [171]
-----------------------------------------------
                0.00    0.00    2474/2474        tfloor::bg_calc() [170]
[171]    0.0    0.00    0.00    2474         tpower_bay::bg_calc() [171]
-----------------------------------------------
                0.00    0.00     992/992         tlaser::colision_detect() [33]
[172]    0.0    0.00    0.00     992         tlaser::colision_doors() [172]
-----------------------------------------------
                0.00    0.00     427/427         tdroid_719::bg_calc() [60]
[173]    0.0    0.00    0.00     427         tdroid_719::move() [173]
                0.00    0.00     427/10411       tdroid::friction() [166]
                0.00    0.00     419/419         tdroid_719::detect_avoid_condition() [174]
-----------------------------------------------
                0.00    0.00     419/419         tdroid_719::move() [173]
[174]    0.0    0.00    0.00     419         tdroid_719::detect_avoid_condition() [174]
                0.00    0.00      14/104         atan3f [79]
-----------------------------------------------
                0.00    0.00       2/217         tdroid_606::attack() [53]
                0.00    0.00       8/217         tparadroid::bg_calc() [47]
                0.00    0.00      26/217         tlaser::bg_calc() [30]
                0.00    0.00      27/217         tentity::colision_doors() [45]
                0.00    0.00      64/217         tdroid::hit(tlaser*) [35]
                0.00    0.00      90/217         tdroid::create_laser(int, int) [31]
[175]    0.0    0.00    0.00     217         tentity::do_sound(int, float, float) [175]
-----------------------------------------------
                0.00    0.00     194/194         tship::load(char const*) [245]
[176]    0.0    0.00    0.00     194         tdroid_108::append_cmd(int, int, int) [176]
                0.00    0.00     194/2031        alloc_mem [71]
-----------------------------------------------
                0.00    0.00     147/147         intro_draw() [2]
[177]    0.0    0.00    0.00     147         credit_6_fg() [177]
-----------------------------------------------
                0.00    0.00       4/141         tship::level_check_event() [25]
                0.00    0.00      47/141         tship::load(char const*) [245]
                0.00    0.00      90/141         tlaser::init(tfloor*, tentity**, float, float, int, int, tentity*) [185]
[178]    0.0    0.00    0.00     141         tentity::init(tfloor*, bm_t*, tentity**, int, float, float) [178]
-----------------------------------------------
                0.00    0.00       1/137         tlaser0::tlaser0() [261]
                0.00    0.00       7/137         tlaser2::tlaser2() [212]
                0.00    0.00      47/137         tdroid::tdroid() [189]
                0.00    0.00      82/137         tlaser1::tlaser1() [187]
[179]    0.0    0.00    0.00     137         tentity::tentity() [179]
-----------------------------------------------
                0.00    0.00       1/136         tlaser0::~tlaser0() [262]
                0.00    0.00       1/136         tdroid_489::~tdroid_489() [252]
                0.00    0.00       1/136         tdroid_720::~tdroid_720() [254]
                0.00    0.00       1/136         tdroid_933::~tdroid_933() [258]
                0.00    0.00       1/136         tdroid_810::~tdroid_810() [256]
                0.00    0.00       2/136         tdroid_176::~tdroid_176() [235]
                0.00    0.00       2/136         tdroid_513::~tdroid_513() [236]
                0.00    0.00       2/136         tdroid_899::~tdroid_899() [238]
                0.00    0.00       2/136         tparadroid::~tparadroid() [241]
                0.00    0.00       3/136         tdroid_261::~tdroid_261() [223]
                0.00    0.00       3/136         tdroid_275::~tdroid_275() [225]
                0.00    0.00       3/136         tdroid_355::~tdroid_355() [227]
                0.00    0.00       3/136         tdroid_423::~tdroid_423() [229]
                0.00    0.00       5/136         tdroid_719::~tdroid_719() [217]
                0.00    0.00       6/136         tdroid_108::~tdroid_108() [214]
                0.00    0.00       7/136         tlaser2::~tlaser2() [213]
                0.00    0.00      12/136         tdroid_606::~tdroid_606() [203]
                0.00    0.00      81/136         tlaser1::~tlaser1() [188]
[180]    0.0    0.00    0.00     136         tentity::~tentity() [180]
-----------------------------------------------
                0.00    0.00     134/134         tdroid::draw_droid(int, int) [32]
[181]    0.0    0.00    0.00     134         tdroid::draw_droid_ls(int, int) [181]
                0.00    0.00     536/73935       blit_rect [66]
-----------------------------------------------
                0.00    0.00     121/121         tdroid::bg_calc_laser() [29]
[182]    0.0    0.00    0.00     121         tlaser3::init(tfloor*, tentity**, float, float, int, int, tentity*) [182]
-----------------------------------------------
                0.00    0.00     102/102         draw_h [1]
[183]    0.0    0.00    0.00     102         game_noise_draw() [183]
                0.00    0.00   65280/73935       blit_rect [66]
-----------------------------------------------
                0.00    0.00      96/96          tdroid_606::attack() [53]
[184]    0.0    0.00    0.00      96         tdroid_606::target_not_hidden(tentity*) [184]
-----------------------------------------------
                0.00    0.00       1/90          tlaser0::init(tfloor*, tentity**, float, float, int, int, tentity*) [260]
                0.00    0.00       7/90          tlaser2::init(tfloor*, tentity**, float, float, int, int, tentity*) [211]
                0.00    0.00      82/90          tlaser1::init(tfloor*, tentity**, float, float, int, int, tentity*) [186]
[185]    0.0    0.00    0.00      90         tlaser::init(tfloor*, tentity**, float, float, int, int, tentity*) [185]
                0.00    0.00      90/104         atan3f [79]
                0.00    0.00      90/141         tentity::init(tfloor*, bm_t*, tentity**, int, float, float) [178]
-----------------------------------------------
                0.00    0.00      82/82          tdroid::create_laser(int, int) [31]
[186]    0.0    0.00    0.00      82         tlaser1::init(tfloor*, tentity**, float, float, int, int, tentity*) [186]
                0.00    0.00      82/90          tlaser::init(tfloor*, tentity**, float, float, int, int, tentity*) [185]
-----------------------------------------------
                0.00    0.00      82/82          tdroid::create_laser(int, int) [31]
[187]    0.0    0.00    0.00      82         tlaser1::tlaser1() [187]
                0.00    0.00      82/137         tentity::tentity() [179]
-----------------------------------------------
                0.00    0.00      81/81          tdroid::bg_calc_laser() [29]
[188]    0.0    0.00    0.00      81         tlaser1::~tlaser1() [188]
                0.00    0.00      81/136         tentity::~tentity() [180]
-----------------------------------------------
                0.00    0.00       2/47          tparadroid::tparadroid() [240]
                0.00    0.00      45/47          tdroid_108::tdroid_108() [192]
[189]    0.0    0.00    0.00      47         tdroid::tdroid() [189]
                0.00    0.00      47/137         tentity::tentity() [179]
-----------------------------------------------
                0.00    0.00      46/46          tentity::colision_doors() [45]
[190]    0.0    0.00    0.00      46         tentity::open_door(tdoor*) [190]
                0.00    0.00      34/34          tdoor::open() [195]
-----------------------------------------------
                0.00    0.00      45/45          tship::load(char const*) [245]
[191]    0.0    0.00    0.00      45         tdroid_108::init_cmds() [191]
-----------------------------------------------
                0.00    0.00       1/45          tdroid_489::tdroid_489() [251]
                0.00    0.00       2/45          tdroid_176::tdroid_176() [234]
                0.00    0.00       3/45          tdroid_261::tdroid_261() [222]
                0.00    0.00       3/45          tdroid_275::tdroid_275() [224]
                0.00    0.00       3/45          tdroid_355::tdroid_355() [226]
                0.00    0.00       3/45          tdroid_423::tdroid_423() [228]
                0.00    0.00       6/45          tship::load(char const*) [245]
                0.00    0.00      24/45          tdroid_513::tdroid_513() [197]
[192]    0.0    0.00    0.00      45         tdroid_108::tdroid_108() [192]
                0.00    0.00      45/47          tdroid::tdroid() [189]
-----------------------------------------------
                0.00    0.00       1/45          tdroid_489::~tdroid_489() [252]
                0.00    0.00       1/45          tdroid_720::~tdroid_720() [254]
                0.00    0.00       1/45          tdroid_933::~tdroid_933() [258]
                0.00    0.00       1/45          tdroid_810::~tdroid_810() [256]
                0.00    0.00       2/45          tdroid_176::~tdroid_176() [235]
                0.00    0.00       2/45          tdroid_513::~tdroid_513() [236]
                0.00    0.00       2/45          tdroid_899::~tdroid_899() [238]
                0.00    0.00       3/45          tdroid_261::~tdroid_261() [223]
                0.00    0.00       3/45          tdroid_275::~tdroid_275() [225]
                0.00    0.00       3/45          tdroid_355::~tdroid_355() [227]
                0.00    0.00       3/45          tdroid_423::~tdroid_423() [229]
                0.00    0.00       5/45          tdroid_719::~tdroid_719() [217]
                0.00    0.00       6/45          tdroid_108::~tdroid_108() [214]
                0.00    0.00      12/45          tdroid_606::~tdroid_606() [203]
[193]    0.0    0.00    0.00      45         tdroid_108::~tdroid_108() [193]
-----------------------------------------------
                0.00    0.00      45/45          tship::load(char const*) [245]
[194]    0.0    0.00    0.00      45         tdroid::init(tfloor*, tentity**, float, float) [194]
-----------------------------------------------
                0.00    0.00      34/34          tentity::open_door(tdoor*) [190]
[195]    0.0    0.00    0.00      34         tdoor::open() [195]
-----------------------------------------------
                0.00    0.00       4/28          tfloor::load_floor_misc(char*) [206]
                0.00    0.00      24/28          tdoor::tdoor() [199]
[196]    0.0    0.00    0.00      28         tpower_bay::tpower_bay() [196]
-----------------------------------------------
                0.00    0.00       2/24          tship::load(char const*) [245]
                0.00    0.00      22/24          tdroid_606::tdroid_606() [200]
[197]    0.0    0.00    0.00      24         tdroid_513::tdroid_513() [197]
                0.00    0.00      24/45          tdroid_108::tdroid_108() [192]
-----------------------------------------------
                0.00    0.00      24/24          tfloor::load_floor_misc(char*) [206]
[198]    0.0    0.00    0.00      24         tdoor::init(int, int, int) [198]
-----------------------------------------------
                0.00    0.00      24/24          tfloor::load_floor_misc(char*) [206]
[199]    0.0    0.00    0.00      24         tdoor::tdoor() [199]
                0.00    0.00      24/28          tpower_bay::tpower_bay() [196]
-----------------------------------------------
                0.00    0.00       3/22          tdroid_805::tdroid_805() [230]
                0.00    0.00       7/22          tdroid_719::tdroid_719() [210]
                0.00    0.00      12/22          tship::load(char const*) [245]
[200]    0.0    0.00    0.00      22         tdroid_606::tdroid_606() [200]
                0.00    0.00      22/24          tdroid_513::tdroid_513() [197]
-----------------------------------------------
                0.00    0.00       2/16          tparadroid::display_nd() [239]
                0.00    0.00       4/16          tship::level_bg_calc() [24]
                0.00    0.00      10/16          tdroid::hit(tlaser*) [35]
[201]    0.0    0.00    0.00      16         tdroid::display_nd() [201]
                0.00    0.00      16/96          console_message_add [80]
-----------------------------------------------
                0.00    0.00      15/15          tship::load(char const*) [245]
[202]    0.0    0.00    0.00      15         tship::create_transport(char*, int, int, int, int, int) [202]
                0.00    0.00      15/2031        alloc_mem [71]
-----------------------------------------------
                0.00    0.00      12/12          tship::unload() [246]
[203]    0.0    0.00    0.00      12         tdroid_606::~tdroid_606() [203]
                0.00    0.00      12/136         tentity::~tentity() [180]
                0.00    0.00      12/45          tdroid_108::~tdroid_108() [193]
-----------------------------------------------
                0.00    0.00      10/10          tship::load(char const*) [245]
[204]    0.0    0.00    0.00      10         tship::create_floor(char*) [204]
                0.00    0.00      10/2031        alloc_mem [71]
                0.00    0.00      10/10          tfloor::tfloor() [209]
                0.00    0.00      10/13          rel_to_abs_filepath_fleet [89]
                0.00    0.00      10/10          tfloor::load_floor_misc(char*) [206]
                0.00    0.00      10/10          tfloor::load(char*, char*) [207]
-----------------------------------------------
                0.00    0.00      10/10          tfloor::load(char*, char*) [207]
[205]    0.0    0.00    0.00      10         tfloor::load_floor_map(char*) [205]
                0.00    0.00      10/2031        alloc_mem [71]
-----------------------------------------------
                0.00    0.00      10/10          tship::create_floor(char*) [204]
[206]    0.0    0.00    0.00      10         tfloor::load_floor_misc(char*) [206]
                0.00    0.00      24/24          tdoor::tdoor() [199]
                0.00    0.00      24/24          tdoor::init(int, int, int) [198]
                0.00    0.00       4/28          tpower_bay::tpower_bay() [196]
                0.00    0.00       4/4           tpower_bay::init(int, int) [219]
-----------------------------------------------
                0.00    0.00      10/10          tship::create_floor(char*) [204]
[207]    0.0    0.00    0.00      10         tfloor::load(char*, char*) [207]
                0.00    0.00      10/10          tfloor::load_floor_map(char*) [205]
                0.00    0.00      10/149         strncpy2 [77]
-----------------------------------------------
                0.00    0.00      10/10          tship::free_all_floor() [243]
[208]    0.0    0.00    0.00      10         tfloor::unload() [208]
-----------------------------------------------
                0.00    0.00      10/10          tship::create_floor(char*) [204]
[209]    0.0    0.00    0.00      10         tfloor::tfloor() [209]
-----------------------------------------------
                0.00    0.00       1/7           tdroid_720::tdroid_720() [253]
                0.00    0.00       1/7           tdroid_933::tdroid_933() [257]
                0.00    0.00       5/7           tship::load(char const*) [245]
[210]    0.0    0.00    0.00       7         tdroid_719::tdroid_719() [210]
                0.00    0.00       7/22          tdroid_606::tdroid_606() [200]
-----------------------------------------------
                0.00    0.00       7/7           tdroid::create_laser(int, int) [31]
[211]    0.0    0.00    0.00       7         tlaser2::init(tfloor*, tentity**, float, float, int, int, tentity*) [211]
                0.00    0.00       7/90          tlaser::init(tfloor*, tentity**, float, float, int, int, tentity*) [185]
-----------------------------------------------
                0.00    0.00       7/7           tdroid::create_laser(int, int) [31]
[212]    0.0    0.00    0.00       7         tlaser2::tlaser2() [212]
                0.00    0.00       7/137         tentity::tentity() [179]
-----------------------------------------------
                0.00    0.00       7/7           tdroid::bg_calc_laser() [29]
[213]    0.0    0.00    0.00       7         tlaser2::~tlaser2() [213]
                0.00    0.00       7/136         tentity::~tentity() [180]
-----------------------------------------------
                0.00    0.00       6/6           tship::unload() [246]
[214]    0.0    0.00    0.00       6         tdroid_108::~tdroid_108() [214]
                0.00    0.00       6/136         tentity::~tentity() [180]
                0.00    0.00       6/45          tdroid_108::~tdroid_108() [193]
-----------------------------------------------
                0.00    0.00       2/6           tship::load(char const*) [245]
                0.00    0.00       4/6           tship::level_check_event() [25]
[215]    0.0    0.00    0.00       6         tparadroid::init(tfloor*, tentity**, float, float) [215]
-----------------------------------------------
                0.00    0.00       2/6           tship::get_ready_calc() [56]
                0.00    0.00       4/6           tship::level_check_event() [25]
[216]    0.0    0.00    0.00       6         tship::set_ship_noise() [216]
-----------------------------------------------
                0.00    0.00       5/5           tship::unload() [246]
[217]    0.0    0.00    0.00       5         tdroid_719::~tdroid_719() [217]
                0.00    0.00       5/136         tentity::~tentity() [180]
                0.00    0.00       5/45          tdroid_108::~tdroid_108() [193]
-----------------------------------------------
                0.00    0.00       4/4           tparadroid::action(tkevent*) [28]
[218]    0.0    0.00    0.00       4         tparadroid::capture_droid(int, int) [218]
                0.00    0.00       4/96          console_message_add [80]
-----------------------------------------------
                0.00    0.00       4/4           tfloor::load_floor_misc(char*) [206]
[219]    0.0    0.00    0.00       4         tpower_bay::init(int, int) [219]
-----------------------------------------------
                0.00    0.00       4/4           tship::level_check_event() [25]
[220]    0.0    0.00    0.00       4         tship::transport_set() [220]
                0.00    0.00       4/4           tfloor::reinit() [221]
-----------------------------------------------
                0.00    0.00       4/4           tship::transport_set() [220]
[221]    0.0    0.00    0.00       4         tfloor::reinit() [221]
-----------------------------------------------
                0.00    0.00       3/3           tship::load(char const*) [245]
[222]    0.0    0.00    0.00       3         tdroid_261::tdroid_261() [222]
                0.00    0.00       3/45          tdroid_108::tdroid_108() [192]
-----------------------------------------------
                0.00    0.00       3/3           tship::unload() [246]
[223]    0.0    0.00    0.00       3         tdroid_261::~tdroid_261() [223]
                0.00    0.00       3/136         tentity::~tentity() [180]
                0.00    0.00       3/45          tdroid_108::~tdroid_108() [193]
-----------------------------------------------
                0.00    0.00       3/3           tship::load(char const*) [245]
[224]    0.0    0.00    0.00       3         tdroid_275::tdroid_275() [224]
                0.00    0.00       3/45          tdroid_108::tdroid_108() [192]
-----------------------------------------------
                0.00    0.00       3/3           tship::unload() [246]
[225]    0.0    0.00    0.00       3         tdroid_275::~tdroid_275() [225]
                0.00    0.00       3/136         tentity::~tentity() [180]
                0.00    0.00       3/45          tdroid_108::~tdroid_108() [193]
-----------------------------------------------
                0.00    0.00       3/3           tship::load(char const*) [245]
[226]    0.0    0.00    0.00       3         tdroid_355::tdroid_355() [226]
                0.00    0.00       3/45          tdroid_108::tdroid_108() [192]
-----------------------------------------------
                0.00    0.00       3/3           tship::unload() [246]
[227]    0.0    0.00    0.00       3         tdroid_355::~tdroid_355() [227]
                0.00    0.00       3/136         tentity::~tentity() [180]
                0.00    0.00       3/45          tdroid_108::~tdroid_108() [193]
-----------------------------------------------
                0.00    0.00       3/3           tship::load(char const*) [245]
[228]    0.0    0.00    0.00       3         tdroid_423::tdroid_423() [228]
                0.00    0.00       3/45          tdroid_108::tdroid_108() [192]
-----------------------------------------------
                0.00    0.00       3/3           tship::unload() [246]
[229]    0.0    0.00    0.00       3         tdroid_423::~tdroid_423() [229]
                0.00    0.00       3/136         tentity::~tentity() [180]
                0.00    0.00       3/45          tdroid_108::~tdroid_108() [193]
-----------------------------------------------
                0.00    0.00       1/3           tdroid_810::tdroid_810() [255]
                0.00    0.00       2/3           tdroid_899::tdroid_899() [237]
[230]    0.0    0.00    0.00       3         tdroid_805::tdroid_805() [230]
                0.00    0.00       3/22          tdroid_606::tdroid_606() [200]
-----------------------------------------------
                0.00    0.00       3/3           tship::level_check_event() [25]
[231]    0.0    0.00    0.00       3         tship::transport_change_up() [231]
-----------------------------------------------
                0.00    0.00       2/2           fleet_select_draw() [48]
[232]    0.0    0.00    0.00       2         intro_start_reinit() [232]
                0.00    0.00       1/1           reset_game() [250]
-----------------------------------------------
                0.00    0.00       2/2           game_run_draw() [4]
[233]    0.0    0.00    0.00       2         delete_ship() [233]
                0.00    0.00       2/2           tship::unload() [246]
-----------------------------------------------
                0.00    0.00       2/2           tship::load(char const*) [245]
[234]    0.0    0.00    0.00       2         tdroid_176::tdroid_176() [234]
                0.00    0.00       2/45          tdroid_108::tdroid_108() [192]
-----------------------------------------------
                0.00    0.00       2/2           tship::unload() [246]
[235]    0.0    0.00    0.00       2         tdroid_176::~tdroid_176() [235]
                0.00    0.00       2/136         tentity::~tentity() [180]
                0.00    0.00       2/45          tdroid_108::~tdroid_108() [193]
-----------------------------------------------
                0.00    0.00       2/2           tship::unload() [246]
[236]    0.0    0.00    0.00       2         tdroid_513::~tdroid_513() [236]
                0.00    0.00       2/136         tentity::~tentity() [180]
                0.00    0.00       2/45          tdroid_108::~tdroid_108() [193]
-----------------------------------------------
                0.00    0.00       2/2           tship::load(char const*) [245]
[237]    0.0    0.00    0.00       2         tdroid_899::tdroid_899() [237]
                0.00    0.00       2/3           tdroid_805::tdroid_805() [230]
-----------------------------------------------
                0.00    0.00       2/2           tship::unload() [246]
[238]    0.0    0.00    0.00       2         tdroid_899::~tdroid_899() [238]
                0.00    0.00       2/136         tentity::~tentity() [180]
                0.00    0.00       2/45          tdroid_108::~tdroid_108() [193]
-----------------------------------------------
                0.00    0.00       2/2           tship::load(char const*) [245]
[239]    0.0    0.00    0.00       2         tparadroid::display_nd() [239]
                0.00    0.00       2/16          tdroid::display_nd() [201]
                0.00    0.00       2/96          console_message_add [80]
-----------------------------------------------
                0.00    0.00       2/2           tship::load(char const*) [245]
[240]    0.0    0.00    0.00       2         tparadroid::tparadroid() [240]
                0.00    0.00       2/47          tdroid::tdroid() [189]
-----------------------------------------------
                0.00    0.00       2/2           tship::unload() [246]
[241]    0.0    0.00    0.00       2         tparadroid::~tparadroid() [241]
                0.00    0.00       2/136         tentity::~tentity() [180]
-----------------------------------------------
                0.00    0.00       2/2           tship::load(char const*) [245]
[242]    0.0    0.00    0.00       2         tship::find_transport(char*, int, int) [242]
-----------------------------------------------
                0.00    0.00       2/2           tship::unload() [246]
[243]    0.0    0.00    0.00       2         tship::free_all_floor() [243]
                0.00    0.00      10/10          tfloor::unload() [208]
-----------------------------------------------
                0.00    0.00       2/2           tship::level_check_event() [25]
[244]    0.0    0.00    0.00       2         tship::transport_change_dn() [244]
-----------------------------------------------
                0.00    0.00       2/2           game_ship_start() [58]
[245]    0.0    0.00    0.00       2         tship::load(char const*) [245]
                0.00    0.00     194/194         tdroid_108::append_cmd(int, int, int) [176]
                0.00    0.00      47/141         tentity::init(tfloor*, bm_t*, tentity**, int, float, float) [178]
                0.00    0.00      45/45          tdroid::init(tfloor*, tentity**, float, float) [194]
                0.00    0.00      45/45          tdroid_108::init_cmds() [191]
                0.00    0.00      15/15          tship::create_transport(char*, int, int, int, int, int) [202]
                0.00    0.00      12/22          tdroid_606::tdroid_606() [200]
                0.00    0.00      10/10          tship::create_floor(char*) [204]
                0.00    0.00       6/45          tdroid_108::tdroid_108() [192]
                0.00    0.00       5/7           tdroid_719::tdroid_719() [210]
                0.00    0.00       4/149         strncpy2 [77]
                0.00    0.00       3/3           tdroid_355::tdroid_355() [226]
                0.00    0.00       3/3           tdroid_261::tdroid_261() [222]
                0.00    0.00       3/3           tdroid_275::tdroid_275() [224]
                0.00    0.00       3/3           tdroid_423::tdroid_423() [228]
                0.00    0.00       2/13          rel_to_abs_filepath_fleet [89]
                0.00    0.00       2/35          load_bm [84]
                0.00    0.00       2/96          console_message_add [80]
                0.00    0.00       2/2           tparadroid::display_nd() [239]
                0.00    0.00       2/41          strip_leading_whitespace [83]
                0.00    0.00       2/2           tship::find_transport(char*, int, int) [242]
                0.00    0.00       2/2           tparadroid::tparadroid() [240]
                0.00    0.00       2/6           tparadroid::init(tfloor*, tentity**, float, float) [215]
                0.00    0.00       2/2           tdroid_176::tdroid_176() [234]
                0.00    0.00       2/24          tdroid_513::tdroid_513() [197]
                0.00    0.00       2/2           tdroid_899::tdroid_899() [237]
                0.00    0.00       1/1           tdroid_489::tdroid_489() [251]
                0.00    0.00       1/1           tdroid_720::tdroid_720() [253]
                0.00    0.00       1/1           tdroid_933::tdroid_933() [257]
                0.00    0.00       1/1           tdroid_810::tdroid_810() [255]
-----------------------------------------------
                0.00    0.00       2/2           delete_ship() [233]
[246]    0.0    0.00    0.00       2         tship::unload() [246]
                0.00    0.00      12/12          tdroid_606::~tdroid_606() [203]
                0.00    0.00       6/6           tdroid_108::~tdroid_108() [214]
                0.00    0.00       5/5           tdroid_719::~tdroid_719() [217]
                0.00    0.00       3/3           tdroid_355::~tdroid_355() [227]
                0.00    0.00       3/3           tdroid_423::~tdroid_423() [229]
                0.00    0.00       3/3           tdroid_261::~tdroid_261() [223]
                0.00    0.00       3/3           tdroid_275::~tdroid_275() [225]
                0.00    0.00       2/2           tship::free_all_floor() [243]
                0.00    0.00       2/2           delete_tex [96]
                0.00    0.00       2/2           tdroid_513::~tdroid_513() [236]
                0.00    0.00       2/2           tdroid_899::~tdroid_899() [238]
                0.00    0.00       2/2           tparadroid::~tparadroid() [241]
                0.00    0.00       2/2           tdroid_176::~tdroid_176() [235]
                0.00    0.00       1/1           tdroid_933::~tdroid_933() [258]
                0.00    0.00       1/1           tdroid_720::~tdroid_720() [254]
                0.00    0.00       1/1           tdroid_489::~tdroid_489() [252]
                0.00    0.00       1/1           tdroid_810::~tdroid_810() [256]
-----------------------------------------------
                0.00    0.00       2/2           game_ship_start() [58]
[247]    0.0    0.00    0.00       2         tship::tship() [247]
-----------------------------------------------
                0.00    0.00       1/1           init(int, char**) [278]
[248]    0.0    0.00    0.00       1         intro_start_init() [248]
-----------------------------------------------
                0.00    0.00       1/1           game_cont_draw() [41]
[249]    0.0    0.00    0.00       1         fleet_select_init() [249]
-----------------------------------------------
                0.00    0.00       1/1           intro_start_reinit() [232]
[250]    0.0    0.00    0.00       1         reset_game() [250]
                0.00    0.00       1/1           load_ship_table [115]
                0.00    0.00       1/1           free_ship_table [102]
-----------------------------------------------
                0.00    0.00       1/1           tship::load(char const*) [245]
[251]    0.0    0.00    0.00       1         tdroid_489::tdroid_489() [251]
                0.00    0.00       1/45          tdroid_108::tdroid_108() [192]
-----------------------------------------------
                0.00    0.00       1/1           tship::unload() [246]
[252]    0.0    0.00    0.00       1         tdroid_489::~tdroid_489() [252]
                0.00    0.00       1/136         tentity::~tentity() [180]
                0.00    0.00       1/45          tdroid_108::~tdroid_108() [193]
-----------------------------------------------
                0.00    0.00       1/1           tship::load(char const*) [245]
[253]    0.0    0.00    0.00       1         tdroid_720::tdroid_720() [253]
                0.00    0.00       1/7           tdroid_719::tdroid_719() [210]
-----------------------------------------------
                0.00    0.00       1/1           tship::unload() [246]
[254]    0.0    0.00    0.00       1         tdroid_720::~tdroid_720() [254]
                0.00    0.00       1/136         tentity::~tentity() [180]
                0.00    0.00       1/45          tdroid_108::~tdroid_108() [193]
-----------------------------------------------
                0.00    0.00       1/1           tship::load(char const*) [245]
[255]    0.0    0.00    0.00       1         tdroid_810::tdroid_810() [255]
                0.00    0.00       1/3           tdroid_805::tdroid_805() [230]
-----------------------------------------------
                0.00    0.00       1/1           tship::unload() [246]
[256]    0.0    0.00    0.00       1         tdroid_810::~tdroid_810() [256]
                0.00    0.00       1/136         tentity::~tentity() [180]
                0.00    0.00       1/45          tdroid_108::~tdroid_108() [193]
-----------------------------------------------
                0.00    0.00       1/1           tship::load(char const*) [245]
[257]    0.0    0.00    0.00       1         tdroid_933::tdroid_933() [257]
                0.00    0.00       1/7           tdroid_719::tdroid_719() [210]
-----------------------------------------------
                0.00    0.00       1/1           tship::unload() [246]
[258]    0.0    0.00    0.00       1         tdroid_933::~tdroid_933() [258]
                0.00    0.00       1/136         tentity::~tentity() [180]
                0.00    0.00       1/45          tdroid_108::~tdroid_108() [193]
-----------------------------------------------
                0.00    0.00       1/1           tdroid::hit(tlaser*) [35]
[259]    0.0    0.00    0.00       1         tship::setup_flash_screen(float, float, float, float) [259]
-----------------------------------------------
                0.00    0.00       1/1           tdroid::create_laser(int, int) [31]
[260]    0.0    0.00    0.00       1         tlaser0::init(tfloor*, tentity**, float, float, int, int, tentity*) [260]
                0.00    0.00       1/90          tlaser::init(tfloor*, tentity**, float, float, int, int, tentity*) [185]
-----------------------------------------------
                0.00    0.00       1/1           tdroid::create_laser(int, int) [31]
[261]    0.0    0.00    0.00       1         tlaser0::tlaser0() [261]
                0.00    0.00       1/137         tentity::tentity() [179]
-----------------------------------------------
                0.00    0.00       1/1           tdroid::bg_calc_laser() [29]
[262]    0.0    0.00    0.00       1         tlaser0::~tlaser0() [262]
                0.00    0.00       1/136         tentity::~tentity() [180]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
